date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-01-31,25.5687,25.6524,25.2759,25.4348,41415729,41415729,-0.351402,-1.363,25.4855,"Jan 31, 14",0
2014-02-03,25.9619,26.5141,25.5771,25.6022,61312704,61312704,0.167338,0.658,25.9603,"Feb 3, 14",0.006581533961344326
2014-02-04,26.4723,26.7735,25.6022,26.305,47307645,47307645,0.702804,2.745,26.1679,"Feb 4, 14",0.03421296805950904
2014-02-05,26.1447,26.305,25.7988,25.8578,37160317,37160317,-0.447128,-1.7,25.812,"Feb 5, 14",0.016630757859310938
2014-02-06,25.9042,26.0772,25.8157,26.0181,23571095,23571095,0.160294,0.62,25.9522,"Feb 6, 14",0.022933146712378366
2014-02-07,26.0181,26.3893,25.8241,26.3387,27925229,27925229,0.320585,1.232,25.8845,"Feb 7, 14",0.03553792441851322
2014-02-10,26.3725,26.5496,26.2628,26.5496,22592138,22592138,0.210914,0.801,26.4509,"Feb 10, 14",0.043829713620708734
2014-02-11,26.8196,26.9799,26.5159,26.8955,24751159,24751159,0.345897,1.303,26.8074,"Feb 11, 14",0.05742919150140749
2014-02-12,26.8871,26.9968,26.6171,26.6678,21258791,21258791,-0.227786,-0.847,26.7751,"Feb 12, 14",0.048476889930331696
2014-02-13,26.575,26.8685,26.4906,26.7437,18908053,18908053,0.075927,0.285,26.7225,"Feb 13, 14",0.05146099045402367
2014-02-14,26.8955,26.9968,26.7437,26.9462,18916233,18916233,0.202479,0.757,26.896,"Feb 14, 14",0.0594225234717789
2014-02-18,26.8365,27.0727,26.8197,26.8955,19688059,19688059,-0.05062,-0.188,26.9391,"Feb 18, 14",0.05742919150140749
2014-02-19,26.9293,26.963,26.5243,26.5581,27748274,27748274,-0.33746,-1.255,27.1687,"Feb 19, 14",0.044163901426392205
2014-02-20,26.44,26.7521,26.3725,26.6171,22456010,22456010,0.059055,0.222,26.6359,"Feb 20, 14",0.046483557959960425
2014-02-21,26.7268,26.8027,26.5243,26.5412,18471924,18471924,-0.075927,-0.285,26.6596,"Feb 21, 14",0.04349945743626845
2014-02-24,26.9883,27.0643,26.6003,26.9883,38786380,38786380,0.447133,1.685,26.9514,"Feb 24, 14",0.061077736015223226
