date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-03-25,118.6366,119.4088,117.9576,118.9917,2898123,2898123,1.4557,1.238,118.7531,"Mar 25, 14",0.05266337988671126
2014-03-26,119.5242,119.7284,118.1307,118.1307,2318889,2318889,-0.860973,-0.724,118.5168,"Mar 26, 14",0.04504651946634204
2014-03-27,117.891,118.4857,117.323,117.9088,2409787,2409787,-0.2219,-0.188,117.4491,"Mar 27, 14",0.043083474951498855
2014-03-28,118.5656,119.7994,118.2106,119.1159,1906496,1906496,1.2071,1.024,119.2429,"Mar 28, 14",0.053762118637245386
2014-03-31,119.4798,120.5988,119.4532,120.4118,2711953,2711953,1.2959,1.088,120.2073,"Mar 31, 14",0.06522633399004052
2014-04-01,120.6071,121.2906,120.4207,121.184,2371045,2371045,0.772213,0.641,120.8874,"Apr 1, 14",0.07205762274336126
2014-04-02,120.7047,120.9355,120.1189,120.7136,3281384,3281384,-0.470431,-0.388,120.6785,"Apr 2, 14",0.06789621607467171
2014-04-03,120.9089,121.7699,120.4473,120.8379,2677221,2677221,0.124268,0.103,120.9515,"Apr 3, 14",0.06899583947798407
2014-04-04,121.5124,122.2847,120.5095,120.5893,2735319,2735319,-0.248529,-0.206,121.3234,"Apr 4, 14",0.06679659267135934
2014-04-07,120.545,120.9355,119.2846,119.2934,2807517,2807517,-1.2959,-1.075,119.8138,"Apr 7, 14",0.055332377318564344
2014-04-08,119.329,119.9614,118.4325,119.684,2893573,2893573,0.390547,0.327,119.54,"Apr 8, 14",0.05878783107024401
2014-04-09,119.826,120.5982,119.3822,120.5716,2671878,2671878,0.887599,0.742,119.9853,"Apr 9, 14",0.06664000912961665
2014-04-10,120.474,121.0953,118.8496,118.9118,2857305,2857305,-1.6598,-1.377,119.5012,"Apr 10, 14",0.05195654231692326
2014-04-11,118.3792,118.7964,117.5094,117.5094,2368364,2368364,-1.4024,-1.179,118.0233,"Apr 11, 14",0.03955017175533683
2014-04-14,118.4502,118.5124,117.181,118.1839,2058107,2058107,0.674574,0.574,117.9929,"Apr 14, 14",0.04551715474434851
2014-04-15,118.2905,119.2491,117.181,119.0183,2119044,2119044,0.834346,0.706,118.2694,"Apr 15, 14",0.05289869752571456
2014-04-16,119.9769,121.4059,119.6574,121.3971,2135337,2135337,2.3788,1.999,120.6989,"Apr 16, 14",0.0739428178137221
2014-04-17,121.8675,122.7107,121.8231,122.2492,2645619,2645619,0.852094,0.702,122.2534,"Apr 17, 14",0.08148094413683098
2014-04-21,121.8231,123.119,121.761,123.0391,1781138,1781138,0.789967,0.646,122.79,"Apr 21, 14",0.08846881643189455
2014-04-22,122.9326,123.838,122.6042,123.2788,2252491,2252491,0.23965,0.195,123.4124,"Apr 22, 14",0.09058932914125868
2014-04-23,123.2078,123.2788,122.3912,122.4799,2847591,2847591,-0.79884,-0.648,122.5611,"Apr 23, 14",0.0835218380961564
2014-04-24,121.0509,121.5923,119.826,121.2906,2847809,2847809,-1.1894,-0.971,121.059,"Apr 24, 14",0.07300066260493081
2014-04-25,121.1574,121.5657,120.4385,121.2107,2093074,2093074,-0.079886,-0.066,121.2043,"Apr 25, 14",0.0722938250351428
2014-04-28,121.9829,122.7995,120.687,121.8054,2244309,2244309,0.594693,0.491,121.7265,"Apr 28, 14",0.07755485510714472
2014-04-29,122.3734,122.4,121.2107,122.0894,1820903,1820903,0.284031,0.233,122.0402,"Apr 29, 14",0.08006726899725485
2014-04-30,122.1604,123.5539,121.8941,123.4563,2906766,2906766,1.3669,1.12,122.8859,"Apr 30, 14",0.09215958782257751
2014-05-01,123.8202,125.5865,123.4829,124.983,3997985,3997985,1.5267,1.237,124.752,"May 1, 14",0.1056655817874763
2014-05-02,125.7108,125.8883,124.1486,124.3705,5758462,5758462,-0.612447,-0.49,124.7672,"May 2, 14",0.10024708352095345
2014-05-05,123.5007,125.196,123.0657,124.8054,2711091,2711091,0.434927,0.35,124.3932,"May 5, 14",0.10409443845337923
2014-05-06,124.5125,124.6457,123.5273,123.6338,2299671,2299671,-1.1716,-0.939,127.0781,"May 6, 14",0.09372984650389635
2014-05-07,124.2463,125.3735,123.5317,125.2759,2238499,2238499,1.6421,1.328,124.7272,"May 7, 14",0.1082567297748469
2014-05-08,125.0451,126.1456,124.7167,125.0007,1939407,1939407,-0.275157,-0.22,125.4506,"May 8, 14",0.10582216532921901
2014-05-09,124.7611,125.48,124.4859,125.4534,2092997,2092997,0.452675,0.362,125.1055,"May 9, 14",0.10982698845616586
2014-05-12,125.8439,126.8736,125.7818,126.767,2972085,2972085,1.3136,1.047,126.6238,"May 12, 14",0.12144778735070369
2014-05-13,126.9268,127.2552,126.3232,126.4209,1695439,1695439,-0.346166,-0.273,126.7006,"May 13, 14",0.1183860040853265
2014-05-14,126.4653,126.7227,125.5155,125.6842,2113403,2113403,-0.736707,-0.583,125.9345,"May 14, 14",0.11186876706826952
2014-05-15,125.6487,125.8075,124.2835,125.1339,2388376,2388376,-0.550312,-0.438,124.9965,"May 15, 14",0.10700052282979183
2014-05-16,125.0895,125.3291,124.1841,125.267,1901726,1901726,0.13314,0.106,124.8324,"May 16, 14",0.10817799567758643
2014-05-19,124.3261,126.0392,124.2463,125.7463,1529159,1529159,0.479305,0.383,125.6233,"May 19, 14",0.11241813644353658
2014-05-20,125.6842,125.9505,124.1664,124.4682,1845131,1845131,-1.2781,-1.016,124.7736,"May 20, 14",0.10111138928526239
2014-05-21,124.8209,125.7318,124.8209,125.6157,1641048,1641048,1.1475,0.922,125.6158,"May 21, 14",0.11126277991519716
2014-05-22,125.6604,125.8836,125.2585,125.3031,1550242,1550242,-0.312565,-0.249,125.4988,"May 22, 14",0.10849735533051949
2014-05-23,125.2317,126.0801,125.0727,126.0444,1209384,1209384,0.741228,0.592,125.8545,"May 23, 14",0.115055286375374
2014-05-27,126.3659,126.4552,126.0354,126.3123,1512336,1512336,0.267914,0.213,126.2808,"May 27, 14",0.11742527116819272
2014-05-28,126.6427,126.7231,125.9729,126.3033,1566124,1566124,-0.008932,-0.007,126.2808,"May 28, 14",0.11734565241815402
2014-05-29,126.3659,127.1964,126.089,127.1607,1624138,1624138,0.857325,0.679,126.742,"May 29, 14",0.12493066533850795
2014-05-30,126.9106,127.4107,126.6159,127.3036,3908258,3908258,0.142887,0.112,127.6927,"May 30, 14",0.12619483415856692
2014-06-02,127.0535,127.6251,126.5355,127.0982,1682363,1682363,-0.205401,-0.161,127.172,"Jun 2, 14",0.12437775735212807
2014-06-03,126.8838,127.8215,126.4641,127.6072,2061733,2061733,0.509034,0.401,127.5249,"Jun 3, 14",0.12888063999320587
2014-06-04,127.6251,127.7054,127.0446,127.0446,1335673,1335673,-0.562614,-0.441,127.2478,"Jun 4, 14",0.12390358346300866
2014-06-05,127.4911,128.3663,126.7231,128.3395,1542282,1542282,1.2949,1.019,127.9096,"Jun 5, 14",0.13535895228802153
2014-06-06,128.5895,129.17,128.1787,129.17,1769660,1769660,0.830531,0.647,128.8804,"Jun 6, 14",0.14270599361103747
2014-06-09,129.17,129.9648,129.1432,129.7773,1800929,1800929,0.60727,0.47,129.6864,"Jun 9, 14",0.1480784899330936
2014-06-10,129.4647,129.6791,129.0093,129.4647,1699958,1699958,-0.312566,-0.241,129.3853,"Jun 10, 14",0.14531306534841595
2014-06-11,129.1879,129.4647,128.7682,128.9646,1489897,1489897,-0.500105,-0.386,129.2982,"Jun 11, 14",0.14088891680459864
2014-06-12,129.4469,129.4469,127.509,127.7679,1839500,1839500,-1.1967,-0.928,128.0629,"Jun 12, 14",0.13030227700778574
2014-06-13,127.8751,128.3752,127.5536,128.0269,1376210,1376210,0.258984,0.203,131.1412,"Jun 13, 14",0.13259352770334412
2014-06-16,127.6429,128.1787,127.3482,127.9912,1274286,1274286,-0.035723,-0.028,127.8789,"Jun 16, 14",0.1322777066615239
2014-06-17,127.7144,128.5895,127.3839,128.3216,1209437,1209437,0.330428,0.258,128.1883,"Jun 17, 14",0.13520059944072235
2014-06-18,128.536,128.9468,127.5,128.8932,1340743,1340743,0.571547,0.445,128.2774,"Jun 18, 14",0.1402572747209584
2014-06-19,129.0718,129.2415,128.5895,129.0361,1560479,1560479,0.142888,0.111,128.9664,"Jun 19, 14",0.14152144354101734
2014-06-20,129.0807,129.7594,128.7771,129.6344,4204666,4204666,0.598339,0.464,129.715,"Jun 20, 14",0.14681432111303466
2014-06-23,129.5808,129.7594,128.6074,128.6788,1390232,1390232,-0.955558,-0.737,128.8705,"Jun 23, 14",0.13836057916448075
2014-06-24,128.3395,129.1482,127.7501,127.7858,1404566,1404566,-0.893047,-0.694,128.3205,"Jun 24, 14",0.13046062985508491
2014-06-25,127.7054,128.9378,127.5983,128.2859,1321768,1321768,0.500108,0.391,128.2935,"Jun 25, 14",0.13488477839890226
2014-06-26,128.3752,128.5895,127.3104,128.3574,1490908,1490908,0.071444,0.056,127.9324,"Jun 26, 14",0.13551730513532095
2014-06-27,127.8572,128.6609,127.7612,128.3216,1981763,1981763,-0.035721,-0.028,137.561,"Jun 27, 14",0.13520059944072235
2014-06-30,128.527,128.536,127.759,127.9198,1878415,1878415,-0.401871,-0.313,128.4918,"Jun 30, 14",0.13164606457788341
2014-07-01,128.0716,129.3308,128.0448,129.0986,1767594,1767594,1.1788,0.922,128.9858,"Jul 1, 14",0.14207435152739722
2014-07-02,128.8039,129.7594,128.2055,129.6969,1621309,1621309,0.598338,0.463,129.4018,"Jul 2, 14",0.14736722909941455
2014-07-03,129.7148,130.1434,129.4915,129.8577,1142241,1142241,0.160748,0.124,129.8757,"Jul 3, 14",0.14878975076677267
2014-07-07,129.9202,130.0095,129.045,129.4111,1257923,1257923,-0.446522,-0.344,129.4232,"Jul 7, 14",0.14483889145929665
2014-07-08,129.688,129.8487,129.0271,129.0986,1596826,1596826,-0.312564,-0.242,129.318,"Jul 8, 14",0.14207435152739722
2014-07-09,129.295,129.5272,128.6253,129.2057,1521771,1521771,0.107165,0.083,129.0484,"Jul 9, 14",0.14302181465285782
2014-07-10,128.152,128.7771,127.9175,128.5002,2070061,2070061,-0.705506,-0.546,128.3909,"Jul 10, 14",0.13678058930260167
2014-07-11,128.7235,129.0361,128.1877,128.8753,1907924,1907924,0.37508,0.292,128.6166,"Jul 11, 14",0.14009892187365922
2014-07-14,129.4826,130.1256,129.2683,129.4915,2114592,2114592,0.616199,0.478,129.715,"Jul 14, 14",0.14555015229297572
2014-07-15,129.4915,129.9202,128.92,129.5451,1955732,1955732,0.053583,0.041,129.4212,"Jul 15, 14",0.14602432618209502
2014-07-16,129.7416,130.6078,129.518,130.5364,1971812,1971812,0.991282,0.765,130.1996,"Jul 16, 14",0.15479388917246908
2014-07-17,129.7862,130.0899,128.1073,128.1877,2778988,2778988,-2.3487,-1.799,128.8729,"Jul 17, 14",0.13401604937070224
2014-07-18,128.4467,129.5451,128.1877,129.3397,2132969,2132969,1.152,0.899,129.0671,"Jul 18, 14",0.14420724937565618
2014-07-21,129.1879,129.3754,128.2859,128.8664,1520875,1520875,-0.473313,-0.366,128.882,"Jul 21, 14",0.14002018777639863
2014-07-22,129.3933,130.0899,129.3933,129.5987,1608162,1608162,0.732296,0.568,129.7695,"Jul 22, 14",0.14649850007121457
2014-07-23,129.7952,129.8912,129.0718,129.2057,1849659,1849659,-0.392939,-0.303,129.3467,"Jul 23, 14",0.14302181465285782
2014-07-24,129.947,130.7686,129.0182,129.6076,2580146,2580146,0.401869,0.311,129.8337,"Jul 24, 14",0.1465772341684749
2014-07-25,130.0809,130.331,129.1254,129.5987,1601797,1601797,-0.00893,-0.007,129.551,"Jul 25, 14",0.14649850007121457
2014-07-28,129.4201,130.0541,128.402,129.9648,2002176,2002176,0.36615,0.283,129.3984,"Jul 28, 14",0.14973721389223327
2014-07-29,129.688,130.6257,128.5895,128.6163,2288993,2288993,-1.3485,-1.038,129.4668,"Jul 29, 14",0.13780767117810086
2014-07-30,128.8307,129.295,128.1698,128.3663,2458395,2458395,-0.250054,-0.194,128.5432,"Jul 30, 14",0.13559603923258132
2014-07-31,128.0001,128.1966,125.5621,125.8211,3572440,3572440,-2.5452,-1.983,126.3339,"Jul 31, 14",0.113079856721636
2014-08-01,125.1603,125.9015,124.3208,125.6961,2494476,2494476,-0.125026,-0.099,125.1081,"Aug 1, 14",0.11197404074887622
2014-08-04,125.1603,125.9015,124.3208,125.6961,2494476,2494476,0,0,125.1081,"Aug 4, 14",0.11197404074887622
2014-08-05,125.58,126.0265,124.4369,124.8298,2168828,2168828,-0.866253,-0.689,125.2618,"Aug 5, 14",0.10431029373126194
2014-08-06,124.2583,124.9727,123.6242,124.6244,2678975,2678975,-0.205401,-0.165,124.5086,"Aug 6, 14",0.10249321692482298
2014-08-07,125.0709,125.3568,124.0975,124.2493,1892551,1892551,-0.375078,-0.301,124.5842,"Aug 7, 14",0.09917488435376556
2014-08-08,124.4012,125.8166,124.035,125.7854,2702551,2702551,1.536,1.236,124.9978,"Aug 8, 14",0.11276403567981576
2014-08-11,125.8568,126.3659,125.5085,125.5443,1919082,1919082,-0.241123,-0.192,125.8339,"Aug 11, 14",0.11063113783155681
2014-08-12,125.58,126.1069,125.4103,125.8122,2176055,2176055,0.267915,0.213,125.8195,"Aug 12, 14",0.11300112262437553
2014-08-13,126.2319,126.6606,125.8479,126.6338,3104251,3104251,0.821602,0.653,126.2795,"Aug 13, 14",0.12026942985013087
2014-08-14,126.8124,127.1607,126.6784,127.116,1586871,1586871,0.482244,0.381,126.9781,"Aug 14, 14",0.124535225546649
2014-08-15,127.5358,127.6876,125.9372,126.7409,1960967,1960967,-0.37508,-0.295,126.843,"Aug 15, 14",0.12121689297559146
2014-08-18,127.4822,128.7682,127.3393,128.7056,1855474,1855474,1.9647,1.55,128.4579,"Aug 18, 14",0.1385976661090405
2014-08-19,129.0182,129.5005,128.4288,128.8217,1593001,1593001,0.116095,0.09,128.7823,"Aug 19, 14",0.1396247479845397
2014-08-20,129.2394,130.1019,128.916,129.9042,2298805,2298805,1.0825,0.84,129.7209,"Aug 20, 14",0.1492011143086394
2014-08-21,130.0659,130.2546,129.6797,129.8144,1475752,1475752,-0.089837,-0.069,129.9676,"Aug 21, 14",0.1484066961138088
2014-08-22,129.8144,130.1109,129.3833,129.482,1547543,1547543,-0.332396,-0.256,129.6795,"Aug 22, 14",0.14546611027904596
2014-08-25,129.9581,130.2546,129.7425,129.9941,1013114,1013114,0.51207,0.395,130.0332,"Aug 25, 14",0.14999641715624823
2014-08-26,130.2636,130.614,129.8773,129.9042,1816025,1816025,-0.089837,-0.069,130.1922,"Aug 26, 14",0.1492011143086394
2014-08-27,129.7515,130.1378,129.0328,129.3113,1402238,1402238,-0.592923,-0.456,129.3912,"Aug 27, 14",0.14395600798664512
2014-08-28,128.7543,129.473,128.4848,129.3473,1314062,1314062,0.035935,0.028,129.2127,"Aug 28, 14",0.14427448298679996
2014-08-29,129.4191,129.7156,128.6286,129.3652,1537846,1537846,0.017969,0.014,129.1509,"Aug 29, 14",0.14443283583409913
2014-09-02,128.7364,129.9132,128.7364,129.5629,1578809,1578809,0.19764,0.153,129.4315,"Sep 2, 14",0.14618179437661621
2014-09-03,129.7875,130.012,128.961,129.2035,1533616,1533616,-0.359349,-0.277,129.298,"Sep 3, 14",0.1430023522917371
2014-09-04,129.5539,129.9492,128.7768,129.0149,1549930,1549930,-0.188657,-0.146,129.3645,"Sep 4, 14",0.14133389715203734
2014-09-05,129.0418,129.6527,128.6016,129.5449,1989529,1989529,0.530039,0.411,129.3476,"Sep 5, 14",0.14602255687653878
2014-09-08,129.7336,130.6679,129.464,130.1648,2446144,2446144,0.619875,0.479,130.2016,"Sep 8, 14",0.15150651944864907
2014-09-09,129.9941,130.4972,129.5853,129.7785,1745351,1745351,-0.3863,-0.297,129.9759,"Sep 9, 14",0.14808910576643222
2014-09-10,129.9312,130.2546,129.3652,129.9402,1558786,1558786,0.161707,0.125,129.909,"Sep 10, 14",0.14951958930879422
2014-09-11,129.3562,129.7066,129.0059,129.6797,1465360,1465360,-0.260527,-0.2,129.4135,"Sep 11, 14",0.1472150688215628
2014-09-12,129.7695,129.7695,128.916,129.3113,2135444,2135444,-0.368332,-0.284,129.3059,"Sep 12, 14",0.14395600798664512
2014-09-15,129.5179,129.9851,129.0598,129.7964,1867980,1867980,0.48512,0.375,129.5552,"Sep 15, 14",0.1482474586137314
2014-09-16,129.1855,130.2546,128.9969,130.1288,1945076,1945076,0.332396,0.256,129.813,"Sep 16, 14",0.15118804444849424
2014-09-17,130.1917,130.9733,129.6078,130.596,2757021,2757021,0.467152,0.359,130.4771,"Sep 17, 14",0.15532114222828108
2014-09-18,130.8924,132.1142,130.8835,131.9166,2367082,2367082,1.3206,1.011,131.632,"Sep 18, 14",0.16700386681729337
2014-09-19,132.4376,132.8419,131.6291,131.7818,8106210,8106210,-0.134755,-0.102,132.193,"Sep 19, 14",0.1658113548722694
2014-09-22,131.9885,132.0603,130.7128,130.9014,2231009,2231009,-0.880401,-0.668,131.0568,"Sep 22, 14",0.15802287181292768
2014-09-23,130.4702,130.7981,129.6797,129.6976,2052024,2052024,-1.2038,-0.92,130.1398,"Sep 23, 14",0.14737342166886197
2014-09-24,129.5179,130.3714,129.1137,130.1558,2608246,2608246,0.458169,0.353,129.9621,"Sep 24, 14",0.15142690069861023
2014-09-25,129.7336,129.7785,127.6314,127.9997,2764211,2764211,-2.1561,-1.657,128.2701,"Sep 25, 14",0.13235290214767154
2014-09-26,128.0356,128.368,126.6521,127.9458,3557713,3557713,-0.0539,-0.042,127.5164,"Sep 26, 14",0.13187607430021753
2014-09-29,126.6162,127.8739,126.3647,127.7392,2848278,2848278,-0.206626,-0.161,127.3187,"Sep 29, 14",0.1300483816604401
2014-09-30,128.0177,128.377,126.9217,127.281,2679206,2679206,-0.458171,-0.359,127.5554,"Sep 30, 14",0.12599490263069196
2014-10-01,126.8138,127.272,124.6218,125.0351,2925861,2925861,-2.2459,-1.765,125.3844,"Oct 1, 14",0.10612648588492254
2014-10-02,124.4871,125.1609,123.9301,124.5769,3223934,3223934,-0.458167,-0.366,124.5761,"Oct 2, 14",0.10207300685517427
2014-10-03,125.1698,126.176,124.4871,125.9245,3514097,3514097,1.3476,1.082,125.4463,"Oct 3, 14",0.11399458769430282
2014-10-06,126.2658,126.9217,125.4034,126.0772,2464699,2464699,0.152724,0.121,126.1122,"Oct 6, 14",0.11534545248662625
2014-10-07,124.7117,125.9334,123.6696,123.6875,3145016,3145016,-2.3897,-1.895,124.8633,"Oct 7, 14",0.094204905045794
2014-10-08,124.1996,127.1013,123.7235,127.0384,4137781,4137781,3.3509,2.709,125.5419,"Oct 8, 14",0.12384873499075971
2014-10-09,126.8049,127.1193,124.2715,124.55,3769325,3769325,-2.4885,-1.959,125.3911,"Oct 9, 14",0.1018350352578364
2014-10-10,125.1698,125.4124,120.2198,120.2288,7370347,7370347,-4.3212,-3.469,122.0896,"Oct 10, 14",0.06360741940592028
2014-10-13,120.6151,121.5943,117.6954,119.3933,4583764,4583764,-0.835487,-0.695,120.2715,"Oct 13, 14",0.05621614544399387
2014-10-14,120.0671,122.1244,119.6718,120.5432,3644279,3644279,1.1499,0.963,121.0165,"Oct 14, 14",0.06638876774060559
2014-10-15,119.0879,120.9565,117.3271,120.5792,4794670,4794670,0.035935,0.03,119.3785,"Oct 15, 14",0.06670724274076041
2014-10-16,119.8605,122.1513,119.2604,121.3248,3497195,3497195,0.745649,0.618,121.0657,"Oct 16, 14",0.07330321385507786
2014-10-17,121.9537,123.8402,121.9537,123.436,3749126,3749126,2.1112,1.74,123.1971,"Oct 17, 14",0.0919800033086014
2014-10-20,123.2114,123.7504,122.861,123.6157,2782534,2782534,0.179673,0.146,123.3065,"Oct 20, 14",0.09356972435104081
2014-10-21,124.3344,126.7599,124.2805,126.6072,3081162,3081162,2.9916,2.42,126.0666,"Oct 21, 14",0.12003411221112768
2014-10-22,126.5803,126.751,124.6039,124.8285,4294426,4294426,-1.7788,-1.405,125.5385,"Oct 22, 14",0.10429879324514524
2014-10-23,127.4966,132.8868,127.4966,130.3085,7428392,7428392,5.4801,4.39,131.3132,"Oct 23, 14",0.15277776549093366
2014-10-24,130.2636,133.6684,130.0929,133.4887,4480881,4480881,3.1802,2.441,132.713,"Oct 24, 14",0.18091149314349853
2014-10-27,133.0396,134.4949,132.3658,134.3602,2844113,2844113,0.871418,0.653,133.712,"Oct 27, 14",0.18862124210557965
2014-10-28,134.6027,135.7706,134.3602,135.7077,2368229,2368229,1.3476,1.003,135.2378,"Oct 28, 14",0.20054193829192996
2014-10-29,136.0042,136.3096,134.9351,135.6628,2060649,2060649,-0.044916,-0.033,135.6892,"Oct 29, 14",0.2001447291945148
2014-10-30,135.1956,136.9115,134.7554,136.642,1836508,1836508,0.97922,0.722,136.2066,"Oct 30, 14",0.20880724919872565
2014-10-31,138.1962,138.7442,137.5314,138.1423,3016319,3016319,1.5003,1.098,138.0144,"Oct 31, 14",0.22207969483017762
2014-11-03,137.5763,138.6993,137.4326,137.7201,2376427,2376427,-0.422232,-0.306,137.9394,"Nov 3, 14",0.2183446908005842
2014-11-04,138.277,139.4539,137.6662,139.2922,3128619,3128619,1.5721,1.142,138.9282,"Nov 4, 14",0.23225231712678934
2014-11-05,139.8582,140.3613,138.4747,139.8672,2770390,2770390,0.574956,0.413,139.4321,"Nov 5, 14",0.23733907060148418
2014-11-06,139.8672,140.7565,139.4359,140.1906,2067172,2067172,0.323413,0.231,140.2157,"Nov 6, 14",0.2402000376862082
2014-11-07,140.2804,140.7026,139.674,140.6398,1882753,1882753,0.449188,0.32,140.3727,"Nov 7, 14",0.24417389796591787
2014-11-10,140.3702,141.6819,140.1906,141.6369,1463470,1463470,0.997187,0.709,141.2714,"Nov 10, 14",0.25299477081742794
2014-11-11,141.8975,141.9424,140.7296,141.1428,1812026,1812026,-0.494101,-0.349,141.2079,"Nov 11, 14",0.24862370144030307
2014-11-12,140.7296,141.8256,140.5948,141.6549,1500707,1500707,0.512068,0.363,141.4204,"Nov 12, 14",0.25315400831750534
2014-11-13,141.9424,142.9037,141.4752,142.2568,2375052,2375052,0.601909,0.425,142.3217,"Nov 13, 14",0.2584787333895382
2014-11-14,142.4185,142.733,141.6819,142.706,1786283,1786283,0.449188,0.316,142.3791,"Nov 14, 14",0.2624525936692476
2014-11-17,142.0232,142.9845,142.0232,142.5623,1674303,1674303,-0.143742,-0.101,142.5868,"Nov 17, 14",0.26118134762696305
2014-11-18,142.733,144.1524,142.706,143.8739,2312206,2312206,1.3116,0.92,143.5404,"Nov 18, 14",0.27278445346593677
2014-11-19,143.9055,143.9778,142.6772,143.4539,2314662,2314662,-0.419948,-0.292,143.1768,"Nov 19, 14",0.269068911797464
